IMO Number;Type of Vessel;Gross Tonnage;Year of Built;Flag;Port of Registry;INTLREG Class ID;Owner;Representatives;Call Sign;Classification;Areas in which ship is certified;Ship Builders;Place of Built;Hull Material;Net Tonnage;Deadweight;Length (m);Depth (m);Draft (m);Passengers No.;Engine Type/ No of Engines;Number of Shaft
9524205;Bulk Carrier;15868;JAN 2008;Palau;Malakal Harbor;22IBA017;DSM CRUISE MARINE LTD;22IBA017;T8A3845;RINA;A1+A2+A3;CHENGXI SHIPYARD, JIANGYIN, CHINA;CHINA;Steel;7206;23645.000;173.900;13.500;9.910;0;2 stroke  /  1;1
9254240;Crude Oil Tanker;28567;FEB 2003;Panama;Panama;22IOA010;SR NAVIGATION S.A;22IOA010;3E3697;LR;A1+A2+A3;Onomichi Dockyard Co Ltd;Japan;Steel;12385;47024.000;182.500;19.100;12.670;0;  /  0;1
9147564;Fishing Vessel;338;MAR 1998;Cameroon;Port of Kribi;22OFF001;SANTAMAR GRAN SOL, S.L.;22OFF001;TJMC991;BV;A1+A2;ASTILLEROS JOSE VALIÑA S.A.;Spain;Steel;101;186.760;34.500;5.900;3.640;0;4 stroke  /  2;1
7633351;Dredger;1475;JAN 1977;Bahrain;Bahrain;19IDD379;MEGA MARINE WLL;19IDD379;A9D3261;BV;A1;Krupp;Germany;Steel;442;;74.200;5.250;1952.000;0;4 stroke  /  1;1
NA;Barge Carrier;935;JAN 1974;Panama;Panama;12OOB013;;12OOB013;;Others;;;;;0;;;;;0;  /  0;0
8107050;Stern Trawler;1988;JAN 1982;Guinea-Bissau;Port of Bissau;11NFS001;ATLANTIC FISHING LIMITED;11NFS001;J5MK2;IS;A1+A2+A3;Yvc Ysselwerf B.V.;Capelle a/d IJssel, Netherlands;Steel;872;1950.400;89.340;8.000;4.900;0;4 stroke  /  2;1
8421951;Fishing Vessel;1898;JAN 1984;Guinea-Bissau;;11NFA013;Star Fishing;11NFA013;J5MK3;IS;A1+A2+A3;Volkswerft Stralsund, Veb;Stralsund , Germany;;0;;;;;0;  /  0;1
8012085;Fishing Vessel;1992;FEB 1981;Guinea-Bissau;Port of Bissau;20NFF001;Inmarine Klaipeda UAB;20NFF001;J5ML7;IS;A1+A2+A3;YVC IJSSELWERF;THE NETHERLANDS;Steel;812;3413.790;80.370;8.000;535.000;32;4 stroke  /  1;1
8326266;Fishing Vessel;1898;JAN 1983;Guinea-Bissau;Port of Bissau;11NFA014;Inmarine Klaipeda UAB;11NFA014;J5MK1;IS;A1+A2;Volkswerft Stralsund, Veb;Stralsund, Germany;Steel;569;699.000;62.260;9.200;5.180;0;4 stroke  /  2;0
7408897;Supply Boat/Vessel;2645;JAN 1975;Nigeria;Lagos ;18CYI031;MAXUN MARINE SERVICES FZE  LIMITED;18CYI031;5OEP;IS;A1+A2+A3;Martin Jansen GmbH & Co. KG Schiffswerft und Maschinenfabrik - Leer;GERMANY;Steel;794;;84.530;7.100;4.370;0;4 stroke  /  4;4
9168154;General Cargo Ship;19354;JAN 1997;Panama;Panama;12IGG014;Romarine Europe Ltd;12IGG014;HPRO;NK;;;;;0;;;;;0;  /  0;0
8914726;Bulk Carrier;17066;JAN 1990;Panama;;00SBB005;;00SBB005;3FXH5;DBS;;;;;0;;;;;0;  /  0;0
NA;Dumb Barge;640;JAN 2013;Guyana;Georgetown;19ONU001;BK International Inc.;19ONU001;;None Or Unclassed;A1;;;;0;;;;;0;  /  0;0
7422984;Tug;265;JAN 1975;St Kitts & Nevis;Basseterre;15IWT003;Tortola Barge Services Ltd;15IWT003;V4DE3;LR;A1+A2;Carrington Slipways Pty Ltd;NSW, Australia;Steel;47;;24.800;;4.560;0;4 stroke  /  2;2
8843886;General Cargo Ship;2138;NOV 1983;Tanzania – Zanzibar;Zanzibar;21ODG002;Edro Shipping Co;21ODG002;5IM200;None Or Unclassed;A1;Neptun Veb Schiffswerting ;Germany;Steel;681;3042.000;89.970;6.800;5.490;0;4 stroke  /  1;1
6521941;Tug;240;OCT 1965;Palau;Malakal Harbor;21OYY004;SEA WHALE SHIPPING LTD;21OYY004;T8A3752;IS;A1;Atlas-Werke Aktiengesellschaft;Germany;Steel;72;420.000;30.510;4.020;3.000;0;4 stroke  /  2;1
NA;Supply Boat/Vessel;248;JAN 1990;Panama;Panama;05IYI003;Humaid Badir Marine Shipping Est;05IYI003;HO-3519;IRS;A1;Yokohama Shipyard Co. LTD;Japan;;0;;;;;0;  /  0;2
8356481;Passenger;69;JAN 1990;Palau;Malakal Harbor;22UPD001;Zephmar Shipping Company;22UPD001;T8A3751;None Or Unclassed;A1;Grand Harbour;Taiwan;Reinforced Plastic;31;25.000;22.500;2.800;1.050;120;4 stroke  /  2;2
NA;Tug;99;JAN 1978;Colombia;Cartagena;21UYY002;SERVICIOS PORTUARIOS SAS (SERPORT SAS);21UYY002;HKDD1 / MC-05-628;Others;A1+A2;;;Steel;66;3.530;34.740;3.530;2.740;0;2 stroke  /  2;2
8207862;Ro-Ro Cargo Ship;5026;OCT 1984;St Kitts & Nevis;Basseterre;21SYQ005;2E DENIZCILIK SANAYI VE TICARET ANONIM SIRKETI;21SYQ005;;Others;A1;Cia Comercio e Navegacao (CCN) - Niteroi (Estaleiro Maua);Brazil;Steel;1508;3502.000;93.530;4.600;4.610;0;  /  0;0
9153745;Ro-Ro Cargo Ship;3741;DEC 1996;Togo;Lome;23SYQ001;ILLET MARKETTNG CORPORATION;23SYQ001;5VEF3;Others;A1+A2;;;;1122;2768.000;98.520;10.700;5.530;0;  /  0;0
9697571;Product Tanker;2177;APR 2013;Nigeria;Lagos ;17NOS001;TRIBER ENERGY LIMITED;17NOS001;5NTA2;IS;A1+A2+A3;JIANGSU HONGQI ANG MARINE HEAVY INDUSTRY-NANTONG;CHINA;Steel;1125;3200.000;88.280;4.800;2.720;0;4 stroke  /  2;2
8203672;General Cargo Ship;1939;NOV 1982;Palau;Malakal Harbor;21NDG002;El Kout Shipping Ltd;21NDG002;T8A3643;IS;A1+A2;J.J Sietas KG SchiffswerftGmbH &Co.-Hamburg;GERMANY;Steel;885;2890.000;87.970;6.750;4.680;0;4 stroke  /  1;1
9132399;Container Ship;7260;APR 1996;Palau;Malakal Harbor;22IDK001;HAIFA MARINE SHIPPING LTD.;22IDK001;T8A3820;IS;A1+A2+A3;DAE SUN SHIPBUILDING ENGINEERING CO. LTD.;BUSAN, SOUTH KOREA;Steel;3744;9821.000;125.300;10.700;8.530;0;2 stroke  /  1;1
6423149;Fishing Vessel;120;JAN 1964;Senegal;Port of Dakar;21UFF011;ARMEMENT CARTON;21UFF011;;None Or Unclassed;A1;;;;50;0.000;25.910;3.460;2.570;0;  /  0;0
9405007;Bulk Carrier;30962;JAN 2006;Panama;Panama;13IBB032;Hong Yu (Tianjin) Ship Leasing Co., Ltd.;13IBB032;3FAV;NK;;Nantong Cosco Khi Ship Engineering (Nantong, Jiangsu;China;Steel;18171;55091.000;189.900;17.800;12.450;0;2 stroke  /  1;0
9415739;Bulk Carrier;30638;JAN 2009;Panama;Panama;13IBB033;Hong Yi (Tianjin) Ship Leasing Co., Ltd;13IBB033;3FCR;NK;;Oshima Shipbuilding Co Ltd;Japan;Steel;18281;46619.000;189.990;17.620;12.460;0;2 stroke  /  1;0
9402005;Bulk Carrier;30638;JAN 2009;Panama;Panama;13IBB034;Hogn Yan (Tianjin) Ship Leasing Co., Ltd.;13IBB034;3FXT4;NK;;Oshima Shipbuilding Co Ltd ;Japan;Steel;0;54768.000;190.000;17.620;12.460;0;2 stroke  /  1;0
9044023;Bulk Carrier;13712;JAN 1994;Palau;Malakal Harbor;21IBA008;EMBRACE SHIPPING CO. S.A.;21IBA008;T8A3699;NK;A1+A2+A3;;;;7780;22059.000;157.500;12.700;9.120;0;  /  0;0
9111175;Oil Tanker;28341;JAN 1996;Panama;Panama;13CTY127;MAGIC SHINE INVESTMENT SA;13CTY127;3FQL4;Others;A1+A2+A3;ASTILLEROS ESPANOLES SESTAO;SPAIN;Steel;13418;46341.000;182.850;17.800;12.250;0;2 stroke  /  1;1
9010802;Oil Tanker;14332;AUG 1991;Panama;Panama;00ITY005;ES Emirates Star Inc;00ITY005;3FBY5;DNV;A1+A2+A3;LINDENAU GMBH;GERMANY;Steel;8078;23400.000;160.870;13.500;10.330;0;  /  1;1
7321647;Offshore Tug/Supply Vessel;861;JUL 1973;Palau;Malakal Harbor;20IYO001;Emirates Western Petroleum Services LLC;20IYO001;T8A3783;IS;A1;ELSEFLETHER SHIPYARD;GERMANY;Steel;303;1043.000;53.480;4.000;3.490;11;4 stroke  /  2;2
8600777;Offshore Support Vessel;883;SEP 1986;St Kitts & Nevis;Basseterre;21IYI001;Emirates Western Petroleum Services LLC;21IYI001;V4HO4;DNV GL;A1+A2;McLaren Estaleiros e Servicos Maritimos S.A.;BRAZIL;Steel;265;965.000;56.860;4.900;3.750;0;  /  0;2
9144172;Propelled Barge;1777;NOV 1996;Kenya;Mombasa;21IIP001;Alpha Logistics Services (EPZ) Limited;21IIP001;5ZAAY;BV;;;;Steel;985;3678.000;64.800;6.460;4.840;0;  /  0;0
9038749;Oil Tanker;55864;MAR 1994;St Kitts & Nevis;Basseterre;20ITY071;SARGA INTERNATIONAL LTD;20ITY071;V4BV4;DNV;A1+A2+A3;Mitsui Engineering & Shipbuilding Co. Lt;Japan;Steel;0;106236.000;234.480;20.610;;0;  /  1;1
7022356;Livestock Carrier;11958;JAN 1970;Palau;Malakal Harbor;17NOM011;South Coast Limited;17NOM011;T8A3586;IS;A1+A2+A3;OY WARTSILA A;TURKU, FINLAND;Steel;4067;10453.000;182.730;12.600;9.220;0;2 stroke  /  1;1
6808791;Oil Tanker;499;JAN 1968;Palau;Malakal Harbor;19OTY380;Maxx Energy Ghana Ltd;19OTY380;T8A2313;Others;A1;Bayerische Schiffbauges MBH;Germany;Steel;316;1121.300;63.000;4.000;2.490;0;4 stroke  /  1;1
8359093;Passenger;137;JAN 1986;St Kitts & Nevis;Basseterre;23OPD001;Zephmar Shipping Company;23OPD001;V4CH5;None Or Unclassed;A1;50-Letiya Sssr , Ilyichyovskiy Srz Im;Ukraine;Steel;41;;37.820;2.550;1.730;0;4 stroke  /  2;2
9169330;Bulk Carrier;26862;JAN 1999;Panama;Panama;22IBA008;PEASE ZONE SHIPPING COMPANY LIMITED;22IBA008;3E2666;RINA;A1+A2+A3;SANOYAS HISHINO MEISHO CORP - KURASHIKI YARD;JAPAN;Steel;15730;45693.000;187.300;16.100;;0;  /  0;1
8871443;Crew Boat;264;JAN 1978;Nigeria;Lagos ;23ODJ001;MICHHARRY & COMPANY LIMITED;23ODJ001;;None Or Unclassed;A1+A2;Breaux Bay Craft, Inc.; Loreauville, La ;Aluminium Alloy;79;0.000;39.010;3.350;0.000;0;  /  0;2
NA;Fishing Vessel;302;JAN 1985;Senegal;Port of Dakar;22UFF005;MARITALIA;22UFF005;;Others;A1+A2;;;Steel;0;;38.100;3.850;;0;  /  0;0
NA;Tug;98;JAN 1980;Colombia;Cartagena;22NYY003;SERVICIOS PORTUARIOS SAS (SERPORT SAS);22NYY003;HKEC / MC-05-746;IS;A1+A2;;USA;Steel;67;;32.640;3.550;2.590;0;2 stroke  /  2;2
7813949;Passenger;12711;JAN 1981;Panama;Panama;19IPP001;SEAMED TRADING SHIPPING S.R.L;19IPP001;3EEB6;RINA;A1+A2;HARLAND & WOLFF;UK;Steel;3655;2092.000;129.260;6.400;5.200;0;4 stroke  /  2;2
8636984;Deck Loading Barge, Non-Propelled;1518;JAN 1984;Palau;Malakal Harbor;08NND005;Go Shipping & Management Inc;08NND005;T8A2576;IS;A1;AS AKERS MEK. VERKSTED / SPANOPOULOS SHIPYARDS;NORWAY / GREECE (RE-BUILT-2012);Steel;455;3124.000;56.900;3.590;2.590;0;  /  0;0
NA;Deck Loading Barge, Non-Propelled;484;APR 2012;Palau;Malakal Harbor;08NND006;Go Shipping & Management Inc;08NND006;T8A2575;IS;A1;SPANOPOULOS SHIPYARDS;GREECE;Steel;145;857.000;54.000;2.500;1.530;0;  /  0;0
NA;Deck Loading Barge, Non-Propelled;484;APR 2012;Palau;Malakal Harbor;08NND007;Go Shipping & Management Inc;08NND007;T8A2574;IS;A1;SPANOPOULOS SHIPYARDS;GREECE;Steel;145;857.000;54.000;2.470;1.530;0;  /  0;0
9078531;General Cargo Ship;1532;OCT 1993;Palau;Malakal Harbor;23IDG015;Valliant Marine Ltd;23IDG015;T8A3754;PRS;A1+A2+A3;Matsuura Shipbuilding Co., Ltd.;Japan;;859;2610.000;75.980;7.200;5.900;0;  /  0;1
9140504;General Cargo Ship;1998;JAN 1996;Palau;Malakal Harbor;12NGG015;Hwamei Shipping Ltd;12NGG015;T8A2253;IS;A1+A2+A3;Shitanoe Shipbuilding Co Ltd;Japan;Steel;1233;3645.000;79.420;7.200;5.650;0;4 stroke  /  1;1
9180126;Crude Oil Tanker;53074;SEP 1998;Panama;Panama;21IOA002;EVEREST MARINE GROUP LIMITED;21IOA002;HP7042;ABS;A1+A2+A3;Daewoo Shipbuilding & Marine Engineering CO., Ltd.;Koje City, Korea;Steel;28469;98774.000;248.000;19.800;13.520;0;  /  0;0
7122326;Passenger;655;FEB 1970;Ecuador;Puerto Ayora;21UPD001;GALPACIFICO TURS S.A.;21UPD001;HC4535;None Or Unclassed;A1+A2;KANASASHI SHIPYARD JAPAN;JAPAN;Steel;196;47.000;56.700;3.900;3.200;32;4 stroke  /  1;1
9972268;Commercial Yacht;429;SEP 2019;Ecuador;Port of Baquerizo Moreno;22UPA002;TURISMO AMONRA S.A.;22UPA002;HC-6608;None Or Unclassed;;Carlos Lavayen - Jorge Espinoza;Ecuador;Steel;129;;43.230;3.560;1.900;20;4 stroke  /  2;2
9213325;Crude Oil Tanker;62385;FEB 2002;Djibouti;Djibouti;20ITO024;Monte Nero Management S.A;20ITO024;J2GF;ABS;A1+A2+A3;HYUNDAI CORPORATION & HYUNDAI HEAVY INDUSTRIES ;Korea;Steel;33925;112139.000;240.440;21.000;14.600;0;2 stroke  /  1;1
9461350;Bulk Carrier;43012;JAN 2010;Panama;Panama;21IBA012;Sea Trade Marine S.A;21IBA012;3E2046;NK;A1+A2+A3;;;;27239;82245.000;228.990;20.050;14.430;0;  /  0;0
8200577;Livestock Carrier;7069;MAY 1983;Panama;Panama;20IOM319;LIVESTOCK EXPORT CO. LTD;20IOM319;3FRT6;NK;A1+A2+A3;Tsuneishi Shipbuilding Co Ltd;Japan;;2121;;91.530;13.070;;0;  /  0;0
9012886;LPG Tanker;42341;MAR 1993;Palau;Malakal Harbor;21SGG001;SHKHARA SHIPPING INC.;21SGG001;T8A3562;DNV GL;A1+A2+A3;KAWASAKI HEAVY INDUSTR;JAPAN;Steel;15519;49255.000;224.050;17.700;11.020;0;2 stroke  /  1;1
NA;Trawler;298;APR 2019;Senegal;Port of Dakar;20OFT027;DELPHINUS;20OFT027;;None Or Unclassed;;;;Steel;186;;38.000;;;0;  /  0;0
NA;Trawler;298;JAN 1900;Senegal;Port of Dakar;20OFT181;DELPHINUS;20OFT181;;None Or Unclassed;A1;;;Steel;186;;38.000;;;0;  /  0;0
NA;Trawler;400;JUN 2019;Senegal;Port of Dakar;20OFT182;DELPHINUS;20OFT182;;None Or Unclassed;A1;;;Steel;212;;50.000;;;0;  /  0;0
NA;Crew Boat;14;JAN 2009;Senegal;Port of Dakar;21UDJ002;Dani Shipping;21UDJ002;;Others;A1;;;Composite;0;;13.220;1.270;;0;  /  0;0
7700582;Ro-Ro Cargo Ship;1253;JAN 1978;Palau;Malakal Harbor;23IYQ002;SAKER SHIPPING AND TRADING CO.;23IYQ002;T8A4251;RINA;A1+A2+A3;;;Steel;412;;63.260;8.020;;0;  /  0;1
8300327;Refrigerated Cargo Ship;2462;MAR 1984;Palau;Malakal Harbor;23SDR001;NOUR SHIPTRADE LTD.;23SDR001;T8A4204;Others;A1+A2+A3;;;;738;1700.000;77.630;9.800;4.360;0;  /  0;1
NA;Fishing Vessel;150;JAN 1987;Oman;Sultan Qaboos;20OFA046;BLUE AQUAMARINE LLC;20OFA046;;None Or Unclassed;A1;;AUSTRALIA;;47;;24.950;1.500;;0;  /  0;0
9868053;Landing Craft;496;JAN 2019;Panama;Panama;20IOL059;SeaOwl France;20IOL059;HP9506;NK;A1+A2+A3;Eastern Marine Shipbuilding SDN Bhd;Malaysia;Steel;149;414.000;46.200;3.200;2.490;0;  /  0;0
9406609;Fishing Vessel;438;FEB 2005;Namibia;;19OFA009;Seaflower Whitefish Corporation Ltd;19OFA009;;IS;A1+A2+A3;ASTILLEROS ARMON S.A.;SPAIN;Steel;131;;38.000;6.100;;0;4 stroke  /  1;1
NA;Deck Loading Barge, Non-Propelled;516;JAN 2006;Bahrain;Bahrain;21IND003;AL HASSANAIN BSC CLOSED;21IND003;--;ABS;;KIM HENG MARINE & OILFIELD PTE LTD;SINGAPORE;Steel;155;;43.890;3.050;;0;  /  0;0
NA;Deck Loading Barge, Non-Propelled;3384;JAN 2006;St Kitts & Nevis;Basseterre;13IND036;Mohanad Hatem Raheema Al Waeli;13IND036;;ABS;;;;Steel;1015;;;5.500;;0;  /  0;0
NA;Fishing Vessel;119.21;JAN 1974;Senegal;Port of Dakar;22UFF011;SOPASEN;22UFF011;;Others;A1+A2;;;Steel;0;;23.430;;;0;  /  0;0
8981470;Crew Boat;93;JAN 1997;Cameroon;Port of Douala;21SDJ001;AGAPE CONSTRUCTION & INTERMARINE SERVICES;21SDJ001;WDA6051;None Or Unclassed;A1;BREAUX BROTHERS;USA;Aluminium Alloy;67;100.000;41.200;3.600;1.500;34;4 stroke  /  4;4
8616623;Livestock Carrier;3241;JAN 1988;Panama;Panama;20IOM320;Vega Maritime Company S.A;20IOM320;3FTD2;NK;A1+A2+A3;Oerskoy Shipyard;Denmark;;1236;;80.410;6.300;;0;  /  0;0
8607658;General Cargo Ship;2854;JAN 1988;Panama;Panama;18NDG001;Flama Gemi Isletmeciligi Ticaret Ltd;18NDG001;3FBH3;IS;A1+A2+A3;XHONGHUA SHIPYARD, SHANGHAI;CHINA;Steel;941;4336.000;91.280;7.600;5.990;0;2 stroke  /  2;1
7719246;Hopper Barge;1543;JUL 1978;Palau;Malakal Harbor;23ONH001;Camelot Bulkers Ltd;23ONH001;T8A3396;None Or Unclassed;A1;ZALTBOMMEL, NL;ZALTBOMMEL, NL;;462;2807.000;72.910;5.650;4.600;0;2 stroke  /  2;0
NA;Pleasure Yacht;251;JAN 2005;St Kitts & Nevis;Basseterre;13OXY037;Navigator II Llc;13OXY037;V4RF3;None Or Unclassed;;;Italy;;75;;;3.690;;0;4 stroke  /  1;0
9233789;Crude Oil Tanker;160100;JAN 2003;Panama;Panama;20IOA002;Mistral Shipping Ltd.;20IOA002;3FEW8;LR;A1+A2+A3;Samsung Heavy Industries;Korea;Steel;109604;309233.000;332.980;28.550;22.520;0;2 stroke  /  1;1
9163477;Bulk Carrier;26028;JAN 1997;Panama;Panama;13IBB038;Fortune Lord Shipping Limited;13IBB038;3EPF6;RINA;;Tsuneishi Shipbuilding Co Ltd ;Japan;;14924;45600.000;185.740;16.500;11.620;0;4 stroke  /  1;0
8749195;General Cargo Ship;2997;DEC 2008;Cameroon;Port of Kribi;23UDG009;FOTOR YOUNG SHIPPING LIMITED;23UDG009;TJM0176;ZC;A1+A2+A3;Yizheng City Shieryu Shipyard China;China;Steel;1678;5232.000;96.500;7.400;5.950;0;4 stroke  /  1;1
8913473;General Cargo Ship;1508;JAN 1990;St Kitts & Nevis;Basseterre;11NDG001;Fonnes Offshore As;11NDG001;V4JU3;IS;A1+A2;Diedrich Schiffswerft Gmbh, Julius;Moormerland, Germany;Steel;521;2300.000;79.700;5.500;4.300;0;4 stroke  /  1;1
8358128;Product Tanker;2178;JAN 2004;St Kitts & Nevis;Basseterre;23UOP001;APEX SHIPPING INC;23UOP001;V4YF4;Others;A1+A2;ZHEJIANG ACTAI SHIPBUILDING CO. LTD.;YUEQING ZJ - CHINA;Steel;1219;3422.000;89.090;6.400;5.590;0;4 stroke  /  1;1
1019527;Oil Tanker;2322;DEC 2005;St Kitts & Nevis;Basseterre;23UOP002;Project Consulting & Managing (PCM) Ltd;23UOP002;V4HX5;ZC;A1+A2+A3;;China;;1041;3602.000;90.080;6.400;5.600;0;2 stroke  /  1;1
9010967;Oil Tanker;2349;JAN 1994;Palau;Malakal Harbor;18CTY047;MILAGROS MARITIME CO.;18CTY047;T8A3055;RMS;A1+A2+A3;Metalcost Spa, Cant. Nav. ;ITALY;Steel;816;2698.000;89.600;6.650;5.210;0;4 stroke  /  1;1
8943533;Water Tanker;447;JAN 1962;St Kitts & Nevis;Basseterre;19NYW001;STE HAWK STAR SHIPPING;19NYW001;5VFM8;IS;A1+A2;CANT. NAVALE ROSETTI;ITALY;Steel;362;976.490;47.500;3.850;0.600;0;2 stroke  /  2;2
9159660;Oil Tanker;81265;FEB 1998;Panama;Panama;19ITY140;DARYA SHIPPING PVT LTD;19ITY140;HOEY;DNV GL;A1+A2+A3;DAEWOO HEAVY  INDUSTRIES LTD;SOUTH KOREA;;50735;;;;;0;  /  0;0
7382665;General Cargo Ship;3883;JUN 1975;Palau;Malakal Harbor;22NBA002;FRIENDS MARINE SR LTD - MAJURO;22NBA002;T8A3962;IS;A1+A2;KLEVEN MEK. VERKSTED A/S;NORWAY;Steel;2133;6443.000;96.760;8.800;7.090;0;Other  /  1;1
9235725;Crude Oil Tanker;57022;APR 2003;Panama;Panama;21IOA009;Fuga Shipmanagement S.A.;21IOA009;3E3335;RINA;A1+A2+A3;DAEWOO Shipbuilding & Marine Engineering Co. Ltd.;GEOJE - S.KOREA;Steel;31164;105166.000;248.000;21.000;14.300;0;2 stroke  /  1;1
9060405;Oil Tanker;1291;JAN 1992;St Kitts & Nevis;Basseterre;11NTY018;Fukuda Maritime S.A.;11NTY018;V4GL3;IS;A1;Greenbay Marine Pte Ltd;Singapore ;Steel;815;2217.000;62.650;5.650;4.390;0;4 stroke  /  1;2
9259329;Oil Product Tanker;41397;JUL 2003;Panama;Panama;22IOO001;Fusion Trade Co;22IOO001;HO8563;NK;A1+A2+A3;;;Steel;19597;70201.000;228.080;20.400;13.720;0;  /  0;1
9123960;Bulk Carrier;17040;SEP 1995;Palau;Malakal Harbor;23IBA004;MYN MARINE LTD;23IBA004;T8A4133;NK;A1+A2+A3;;;;9896;27837.000;170.010;13.300;9.410;0;  /  0;0
9245067;Bulk Carrier;17431;DEC 2001;Panama;Panama;22IBA013;EVER LUCKY SHIPPING CO., LIMITED;22IBA013;3E4069;NK;A1+A2+A3;Kure, Hiroshima, Japan;Kure, Hiroshima, Japan;Steel;9829;;162.860;13.800;;0;  /  0;1
9192260;Oil Tanker;57680;JAN 2000;Togo;Lome;20ITY313;Winsome Shipping Inc;20ITY313;8RAE1;CRS;A1+A2+A3;Hyundai Heavy Industries Co Ltd - Ulsan;SOUTH KOREA;;32174;;239.430;20.200;;0;  /  0;0
5404964;Passenger;2890;JUL 1962;Ecuador;Puerto Ayora;20NPD001;Galápagos Corporación Turística Galatours C. Ltda;20NPD001;HC4658;IS;A1+A2+A3;J. J. SIETAS;Germany;Steel;928;636.000;91.500;5.500;4.250;100;4 stroke  /  2;2
9237632;Oil Tanker;160889;JUL 2003;Panama;Panama;22IOH019;Soaring International Co Ltd;22IOH019;3E2224;ABS;A1+A2+A3;HYUNDAI SAMHO HEAVY INDUSTRIES CO.,LTD.;Busan,Korea;Steel;110470;318692.000;333.000;27.800;22.500;0;  /  0;0
7647182;Supply Boat/Vessel;485;JAN 1977;Guyana;Georgetown;19NYI153;INDERPAUL KUNJBEHARI;19NYI153;8R-TS;IS;A1+A2;BOLLINGER, NEW ORLEANS;NEW ORLEANS;Steel;146;;50.590;;;0;2 stroke  /  2;0
9081825;Ore/Oil Carrier;28507;JAN 1995;St Kitts & Nevis;Basseterre;16SOE001;Olive Tanker Shipping Inc;16SOE001;V4PV4;Others;A1+A2+A3;HYUNDAI HEAVY INDUSTRIES;South Korea ;Steel;12161;46699.000;182.760;18.600;12.210;0;2 stroke  /  1;1
9108099;LPG Tanker;25300;APR 1996;Panama;Panama;23IGB003;DIMA SHIPPING AND TRADING CO;23IGB003;3E3909;DNV;A1+A2+A3;;;;9784;38511.000;180.500;17.900;12.620;0;  /  0;0
9625073;Tug;298;JAN 2012;Nigeria;Lagos ;13NWT041;Dan & Noah Marine Services Limited;13NWT041;5NXB;IS;A1;Tang Tiew Hee & Sons Sdn Bhd;Sibu, Malaysia;Steel;90;252.000;31.650;4.200;;0;4 stroke  /  2;2
9008627;Oil Tanker;4984;JAN 1990;Panama;Panama;13NTY042;Wills International Co. Ltd;13NTY042;3EXA4;IS;A1+A2+A3;HAYASHIKANE DOCKYARD CO LTD, NAGASAKI;JAPAN;Steel;2543;8858.000;113.950;9.800;8.000;0;4 stroke  /  1;1
6700391;Special Purpose Ship;1748;JAN 1967;St Kitts & Nevis;Basseterre;06NYP005;EGS Marine Corporation;06NYP005;V4YI;IS;;GOOLE SHIPBUILDING YARD;UK;Steel;524;755.730;74.830;8.070;5.620;0;Other  /  2;0
8974233;Landing Craft;349;DEC 2001;Oman;Sultan Qaboos;20COL081;MAGELLAN UNITED;20COL081;A4FA8;INSB;A1;ZH WONSAN;NORTH KOREA;Steel;105;502.000;56.600;2.600;1.800;0;4 stroke  /  2;2
NA;Trawler;298;APR 2019;Senegal;Port of Dakar;20OFT179;DELPHINUS;20OFT179;;None Or Unclassed;;;;Steel;186;;38.000;;;0;  /  0;0
NA;Trawler;298;APR 2019;Senegal;Port of Dakar;20OFT180;DELPHINUS;20OFT180;;None Or Unclassed;A1;;;Steel;186;;38.000;;;0;  /  0;0
9485370;Tug;235;JAN 2007;Panama;Panama;05NWT004;Gharably Integrated Engineering Company S.A.E;05NWT004;HO3328;IS;A1;Karya Lestari Industri, C.V.;Samarinda , Indonesia;Steel;70;208.000;27.220;3.900;2.850;0;4 stroke  /  2;2
9245536;Tug;448;MAR 2001;St Kitts & Nevis;Basseterre;23SYY005;SHAMS ALHAYA TRADING LLC;23SYY005;V4EO5;None Or Unclassed;A1+A2;BHARATI SHIPYARD LTD.;INDIA;Steel;134;297.000;31.650;5.500;4.500;0;  /  0;0
8505678;Dredger;7086;SEP 1986;Palau;Malakal Harbor;23IYF001;Poseidon Dredging Company Ltd.;23IYF001;T8A4138;RMS;A1+A2+A3;IHC HOLLAND SMIT;Kinderdijk, Netherlands;Steel;2125;6433.000;110.100;9.100;6.500;0;4 stroke  /  2;2
9005338;Asphalt/Bitumen Tanker;4098;APR 1991;Panama;Panama;23ICA002;Asphalt Shipping Lines Inc;23ICA002;3FZQ3;BV;A1+A2+A3;DE MERWEDE HARDINXVELD-GIESSENDAM;NETHERLANDS;Steel;1460;6616.000;110.600;9.360;7.060;0;4 stroke  /  1;1
9125724;Oil Tanker;7354;JAN 1996;Panama;Panama;19STY325;GLOBAL EVEREST SHIPPING LINES INC.;19STY325;3EUO4;DNV;A1+A2;HITACHI ZOSEN SINGAPORE PTE LTD;SINGAPORE;Steel;3067;12083.000;119.980;12.100;9.000;0;4 stroke  /  2;2
9133599;Asphalt/Bitumen Tanker;4025;OCT 1995;Panama;Panama;23ICA001;Global Princess Shipping Lines;23ICA001;HPFA;IS;A1+A2+A3;;SCHEEPSWERF DE BIESBOSCH;Steel;1207;4450.000;105.000;8.000;5.770;0;4 stroke  /  1;1
9125346;Asphalt/Bitumen Tanker;4063;JUL 1995;Panama;Panama;23ICA003;Najdiah Shipping Inc.;23ICA003;3FNZ2;IS;A1+A2+A3;Kanasashi Co., Ltd.-Toyohashi Works;Japan;Steel;1219;4685.000;104.230;8.800;5.770;0;2 stroke  /  1;1
